state,agency,county,model,signed
Wisconsin,Sauk County Sheriff's Office,Sauk County,JEM,2026-02-10
Wisconsin,Sauk County Sheriff's Office,Sauk County,WSO,2025-12-18
Wisconsin,Sheboygan County Sheriff's Office,Sheboygan County,WSO,2020-02-27
Wisconsin,Walworth County Sheriff's Office,Walworth County,WSO,2026-02-17
Wisconsin,Washington County Sheriff's Office,Washington County,WSO,2025-03-03
Wisconsin,Waukesha County Sheriff's Department,Waukesha County,JEM,2020-06-10
Wisconsin,Waukesha County Sheriff's Office,Waukesha County,WSO,2025-05-13
Wisconsin,Waushara County Sheriff's Office,Waushara County,WSO,2020-06-08
Wisconsin,Winnebago County Sheriff's Office,Winnebago County,WSO,2025-03-03
Wisconsin,Wood County Sheriff's Office,Wood County,WSO,2025-03-17
Wyoming,Campbell County Sheriff's Office,Campbell County,WSO,2025-02-26
Wyoming,Carbon County Sheriff's Office,Carbon County,WSO,2025-06-11
Wyoming,Crook County Sheriff's Office,Crook County,TFM,2026-01-07
Wyoming,Crook County Sheriff's Office,Crook County,WSO,2026-01-07
Wyoming,Hot Springs County Sheriff's Office,Hot Springs County,TFM,2026-05-12
Wyoming,Hot Springs County Sheriff's Office,Hot Springs County,WSO,2026-05-12
Wyoming,Laramie County Sheriff’s Office,Laramie County,JEM,2025-05-20
Wyoming,Laramie County Sheriff’s Office,Laramie County,TFM,2025-06-11
Wyoming,Laramie County Sheriff’s Office,Laramie County,WSO,2025-06-12
Wyoming,Lincoln County Sheriff's Office,Lincoln County,WSO,2025-11-04
Wyoming,Moorcroft Police Department,Crook County,TFM,2026-04-17
Wyoming,Natrona County Sheriff's Office,Natrona County,TFM,2025-05-08
Wyoming,Pine Bluffs Police Department,Laramie County,TFM,2026-04-21
Wyoming,Shoshoni Police Department,Fremont County,TFM,2026-04-19
Wyoming,Sweetwater County Sheriff's Office,Sweetwater County,JEM,2025-03-07
Wyoming,Sweetwater County Sheriff's Office,Sweetwater County,TFM,2025-04-24
Wyoming,Sweetwater County Sheriff's Office,Sweetwater County,WSO,2020-03-13
Wyoming,Wheatland Police Department,Platte County,TFM,2026-04-15
Wyoming,Wyoming State Highway Patrol,Laramie County,TFM,2025-07-24
